,0
0,0.037605392304059126
1,0.028432144321768327
2,0.030871879105136557
3,0.03084912330195122
4,0.03527274618748999
5,0.03291882240967281
6,0.005215671330819571
7,0.03287923247832003
8,0.02926607408272952
9,0.03902535373231064
10,-0.029016919278820552
11,0.0010957627323171515
12,0.02339856949099639
13,0.04295481589872141
14,0.026579171942152424
15,0.041567635069961195
16,0.027275082166561493
17,0.05016096889828647
18,0.022138659439444375
19,0.028212521692307924
20,0.03804761510452881
21,0.048149118389476
22,0.05621157595959536
23,0.02283224891781499
24,0.03683476373627004
25,0.06372385646524048
26,0.0687701494670705
27,0.044074563865390104
28,0.03351532689926495
29,0.040409332951234056
30,0.04424818723148105
31,0.06901580451995892
32,0.05689710403129444
33,0.05466734667541884
34,0.05819862796286657
35,0.05967138044311682
36,0.0568491563886564
37,0.04338750020272952
38,0.0615801986468858
39,0.05524807341653748
40,0.0623112778954491
41,0.08187329983494873
42,0.07255131128769765
43,0.016637123823551203
44,0.0898665591572474
45,0.027117548561728544
46,0.052129323350695866
47,0.012148483535285859
48,0.04689178912723779
49,0.04230011122487287
50,0.03647877092660723
51,0.06967471376636958
52,0.0639607396155859
53,0.03806977890950547
54,0.047293003907309394
55,0.056764313308147685
56,0.06100852669425283
57,0.010947711129432491
58,0.023958480713834884
59,0.035650482232831404
60,0.0255680324975196
61,0.04485698386969039
62,0.06849006134356861
63,0.0537389093884002
64,0.05681405772939341
65,0.05448273794196723
66,0.04217971491832806
67,0.055130645785013144
68,0.05503913872980126
69,0.07473424060253997
70,0.021602634233886864
71,-0.011715552523809958
72,0.015064963238324403
73,0.030297347481038184
74,0.02649024398147981
75,0.00352258346122003
76,0.017452201261574096
77,0.0382175854346225
78,0.052456684585846514
79,0.009672189086319172
80,0.028303057977029145
81,0.03981415083919604
82,0.05763142102365881
83,0.06878071689196785
84,0.008360719783111481
85,0.05074046866442483
86,0.017312521865284758
87,-0.01079940780334665
88,0.02969057590986912
89,0.01557452397084047
90,0.028327936454200398
91,-0.020208733458067396
92,-0.015325119823561106
93,-0.006905278795931391
94,0.014733342599014598
95,0.006451738055153644
96,-0.020884429863444076
97,0.0011171865852577234
98,-0.01885014425842968
99,-0.03668158317290038
100,-0.006797773713135058
101,-0.019482038631583265
102,0.04338925370991786
103,-0.005336609684707838
104,0.013494538191989758
105,0.02152382660030927
106,0.00906388698003946
107,0.04920788093768946
108,-0.027430076389747704
109,0.00046688148639661975
110,0.017122137407801663
111,0.0024644611232127467
112,0.0017066142701382958
113,-0.03198847659193049
114,-0.004160902890028684
115,-0.0058336764018771525
116,0.02691356995802785
117,-0.01465203613622501
118,-0.0143784318816782
119,0.007503327345525612
120,-0.023352609522933943
121,-0.0015834081346812745
122,-0.0005042701112318859
123,0.016014588585473444
124,-0.024126651566140467
125,-0.01424914592258908
126,-0.030569441856307833
127,-0.020391682724539617
128,0.015460321091649298
129,-0.013097625703379911
130,-0.002202430241580622
131,-0.04649245550170367
132,-0.041150952054078704
133,-0.035730333485104016
134,-0.011685431144229597
135,-0.018941199533118347
136,0.0039025073027159074
137,-0.0022673628267235735
138,-0.04171904723145081
139,-0.03019304143722934
140,-0.01089907307776583
141,0.009717364165718223
142,-0.035263474767824654
143,-0.01529085538582331
144,-0.022174863630982866
145,-0.0013974842263904108
146,0.008749344453730323
147,0.009652945235143928
148,-0.02898529081090162
149,-0.03773683988278442
150,-0.0015278423272642172
151,-0.021331452127739237
152,-0.009967857345697606
153,-0.020575902826815096
154,-0.04392328340944518
155,-0.0007600983178965848
156,-0.009860155492223743
157,0.02342843816828033
158,-0.005919303709463808
159,-0.03778448420093161
160,-0.020057267188104078
161,-0.01840533921894405
162,-0.00022429605801121966
163,-0.010049515968164613
164,-0.008897510741725068
165,0.0038325456734504826
166,-0.048713638926920044
167,0.005193424645173028
168,-0.017279641869412554
169,-0.003915386077685046
170,-0.008962649351696772
171,-0.010402293648693828
172,0.018061747422249752
173,0.02666915490925925
174,-0.027675724184824446
175,-0.01316835795314475
176,-0.029053569334181795
177,-0.020373812950777115
178,0.034688184892772256
179,0.0060763794378067
180,-0.009610469359251805
181,-0.032093010543021716
182,-0.0007162741779711546
183,-0.008909827006284399
184,0.030091760725431183
185,0.048410350377051437
186,0.012675370585737422
187,-0.009817070784002624
188,-0.02369884826249269
189,-0.04809103932717074
190,-0.035514304562914045
191,-0.0005803224759377557
192,-0.035214285998480754
193,0.005832239175901588
194,-0.03872251274476568
195,-0.02405935225602729
196,-0.018900955957954935
197,-0.007378317924197297
198,-0.025884120172471548
199,0.030640943505499063
200,0.011004306406947162
201,-0.03385833574203678
202,-0.011992492524564913
203,0.00945045980484549
204,-0.014079060862311366
205,0.012281482916998154
206,0.004715946113530212
207,-0.008809533550276694
208,0.00018271343384101968
209,0.0030409719451043316
210,-0.020309835182633407
211,-0.011236176343035087
212,0.0033285376927536525
213,-0.005359271055795922
214,0.0005638712073765539
215,0.001025493035794689
216,0.018435529856132504
217,0.019665708365339096
218,0.0269661406844679
219,0.017098776717552777
220,0.0012186760159540455
221,0.04080950865208344
222,0.002995280613394602
223,0.029046937134774797
224,0.0657066602363594
225,0.030867495651811794
226,0.05336912255521531
227,0.012025356711465651
228,0.039630707420625466
229,0.042252909718565324
230,0.03631412165180814
231,0.043829654824403264
232,0.05144447267377661
233,0.019148066548694498
234,0.033079334285370354
235,0.04852009840399196
236,0.036344316007533184
237,0.0010532490748267342
238,0.02232266846960984
239,0.0033923057714755345
240,0.042298178750314275
241,0.0456527079585034
242,0.032412295466635044
243,0.0471982694871369
244,0.04261304033417579
245,0.062190698406740186
246,0.044070790570386986
247,0.08115328229907659
248,0.043607625062410005
249,0.06998321297368548
250,0.045729223252766626
251,0.058394666708161846
252,0.06165928371477669
253,0.014155659450003633
254,0.04305933633086756
255,0.0769248094938666
256,0.0656204579458417
257,0.02739201418618764
258,0.06291501934751453
259,0.08018525412485733
260,0.020173502216698225
261,0.04479724106692018
262,0.012158613691499731
263,0.06588288145171495
264,0.053174033946121746
265,0.010954158053680718
266,0.06393042015564587
267,0.01704547771113818
268,0.07253528043774082
269,0.012973853692760606
270,0.07417717300054516
271,0.04735092549405229
272,0.023722696698653234
273,0.018581739031693356
274,0.052821864908802585
275,0.021298906346587376
276,0.07089720586041182
277,0.01970865408513678
278,0.03045492564040897
279,0.06785897224491366
280,0.02067400115443707
281,0.04768703641480165
282,0.058569347569367824
283,0.042895105966844316
284,0.016397677896358598
285,0.08900255678674496
286,0.05112209033994475
287,0.04434674150570039
288,0.05421239864401839
289,0.05263406441728247
290,0.040145193259329304
291,0.054566992797715486
292,0.06530693133633614
293,0.07090525321362673
294,0.005477707419156097
295,0.0489515597532888
296,0.055461563044608475
297,0.04991314596888863
298,0.03303469077790755
299,0.06816409997879358
