,0
0,0.04613784382119157
1,0.048377855251182766
2,0.05122955567939236
3,0.033100542977858805
4,0.008267654951571446
5,0.030685915953660325
6,0.040050556468355425
7,0.008956842754449856
8,0.002088525900303506
9,0.03651743529687623
10,0.047102678964752176
11,0.01644178950499331
12,0.08074967420147017
13,0.056518964408523775
14,0.0624233709148182
15,0.033993813663790284
16,0.012223727701434872
17,0.02071282062038793
18,0.0023138775236106746
19,0.018950334329746354
20,0.02346893039177056
21,0.08045139897762965
22,0.032431163092569215
23,0.06957597606636068
24,0.031202157565339617
25,0.06976190217224865
26,0.15918771836843737
27,0.1829100691849752
28,0.19088227169727645
29,0.2208143807544718
30,0.2507424355295522
31,0.1736856303810249
32,0.2057040525740933
33,0.24056584269077563
34,0.17731995139797996
35,0.1943079347464044
36,0.19415024578380802
37,0.09636554301935873
38,0.1761654816698225
39,0.06708462834010764
40,0.019017141591014863
41,0.09401147709801772
42,0.015469842441578452
43,0.02447346980144738
44,0.011771483612093459
45,0.002105931478337708
46,-0.005904666470149311
47,0.029986203928235033
48,0.04272651556890095
49,0.01675751569175421
50,0.017934855510860714
51,0.03795808032039938
52,0.10515872711534857
53,0.14805123471486215
54,0.17671419261120946
55,0.20068079910333914
56,0.22922382291442345
57,0.21763811958906476
58,0.23274150428421092
59,0.21933363080003454
60,0.17352258181059788
61,0.15171320239712438
62,0.10443722332962269
63,0.09315932001655247
64,0.10531236886739404
65,0.17181734233518542
66,0.10554447567080727
67,0.07609807085896447
68,0.09560474232399918
69,0.04041495041752752
70,0.013006214904826119
71,0.007778642628442078
72,-0.0009046047638427979
73,0.0024275528080747177
74,0.016801192844879798
75,0.0631859700223445
76,0.06322807503754935
77,0.06282107498772971
78,0.0615606181133197
79,0.11707118317252907
80,0.11640691434452788
81,0.19929999735437365
82,0.16869942097911106
83,0.3715655033478513
84,0.33329920410787883
85,0.22993301358673324
86,0.2716054356421822
87,0.2909914236108071
88,0.22713557121412942
89,0.21071279158606626
90,0.15652486622574857
91,0.11010238029951136
92,0.046278126618042426
93,0.024261106039230262
94,0.016395395479110064
95,0.026861890297294577
96,0.0292296053072576
97,0.032115783547092436
98,0.0632959022929167
99,0.09920768442011518
