,0
0,0.7002965550922227
1,1.1798474096084215
2,1.1220671071768518
3,0.6902020495477211
4,0.5665650728822684
5,0.8272503644752784
6,0.9381185049356706
7,1.1640152176323655
8,0.9623965647416637
