,0
0,0.21854980442898164
1,0.20792351182933566
2,0.1721974996115314
3,0.11753854702250843
4,0.07578079604199728
5,0.05286716238275402
6,0.028623912625530323
7,0.048800717146606165
8,0.08536356374832921
9,0.13193491398933577
10,0.2694554382652391
11,0.3042072054713343
12,0.3110763809659658
13,0.2952978969461235
14,0.5009436440570537
15,0.5921166155369653
16,0.6188534017442185
17,0.5704581065187733
18,0.4436319149249178
19,0.43633630659988343
20,0.3514846792009775
21,0.29407704084274655
22,0.19875424854335122
23,0.14150841297089534
24,0.033490465613889575
25,0.027400171709660026
26,0.03781900189824505
27,0.02402424204771214
28,0.010948238914430974
29,0.019016898334743293
30,0.008803673769360532
31,0.03280897905431235
32,0.010371182843309179
33,0.032959863484749885
34,0.020555733053517877
35,0.035677110866567996
36,0.05055049266276812
37,0.08170905068981904
38,0.074649283508331
39,0.13622257085338896
40,0.10738898853839995
41,0.17154449845844588
42,0.18869597410047878
43,0.17991923234735807
44,0.13825039755687396
45,0.16386257919405234
46,0.1361845175861064
47,0.09989404292314663
48,0.10461347315333913
49,0.07539955068074822
50,0.020613126703411866
51,0.04911392675099302
52,0.028174017650980265
53,0.06670284365124068
54,0.14250705266328856
55,0.15171061915148543
56,0.3272577740768208
57,0.41836465127634137
58,0.534595635184363
59,0.37005361510028
60,0.5471936747963227
61,0.34100028480496547
62,0.055292340290923
63,0.0458885905974884
64,0.04097659683333321
65,0.03868337912095454
66,0.08158705120159004
67,0.08354586030586475
68,0.06708709337774243
69,0.028628614705670574
70,0.026724460074299627
71,0.01133079094721412
72,0.028831526749303338
73,0.031774908415740044
74,0.013982458037365975
75,0.07409141715952594
76,0.061964272991225866
77,0.011910158480412547
78,0.027301790454119623
79,0.022868110628829874
80,0.01784832383647028
81,0.02121697089849295
82,0.04247731122547682
83,0.03185932938238267
84,0.027019912393998258
85,0.05769189005565256
86,0.010581312857881664
87,0.07496027298609487
88,0.058940266444514555
89,0.03097872026313586
90,0.02422984448274368
91,0.02662093489596884
92,0.09253677640161351
93,0.08216382605940575
94,0.08936731821245636
95,0.09299018780895085
96,0.12044827244950806
97,0.18063004467352117
98,0.22854630986599211
99,0.27385634217192056
